"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26051084007,"Maharashtra",5,"Girl","14 years",NA,1,"1 sibling","No","Illiterate","","Farmer","Farmer","Yes","","","","","","No books","Up to 1 km","Never use","No library","Yes","Mathematics","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Neither","No","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Every day","Every day","Once a week","Once a week","Every day",NA,NA,29.09,16.33
26051084008,"Maharashtra",5,"Girl","14 years",3,1,"1 sibling","No","Illiterate","","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Mathematics","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Agree","No","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Every day","Every day","Once a week","Every day","Every day",NA,NA,32.73,30.61
26051084009,"Maharashtra",5,"Boy","14 years",4,1,"2 siblings","No","Illiterate","Illiterate","Labourer","Labourer","Yes","","","","","","No books","Up to 1 km","Never use","","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Neither","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Once a week","Once a week","Once a week","Every day","Never",25.42,16.67,NA,NA
26051084010,"Maharashtra",5,"Boy","14 years",NA,1,"2 siblings","No","Secondary","Secondary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","yes","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Once a week","Every day","Once a week","Once a week","Every day",36.84,44.83,NA,NA
26051084011,"Maharashtra",5,"Boy","14 years",3,1,"3 siblings","No","Primary","Primary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Once a week","Once a week","Once a week","Every day",NA,NA,34.55,24.49
26051084012,"Maharashtra",5,"Boy","14 years",3,1,"2 siblings","No","Primary","Illiterate","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Mathematics","Everyday","Everyday","Everyday","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Once a week","Once a week","Every day","Every day",NA,NA,45.45,44.9
26051084013,"Maharashtra",5,"Boy","14 years",3,1,"1 sibling","No","Primary","Secondary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Mathematics","Everyday","Everyday","Everyday","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Once a week","Once a week","Every day","Every day",32.2,20,NA,NA
26051084014,"Maharashtra",5,"Boy","14 years",1,1,"4+ siblings","No","Illiterate","Illiterate","Farmer","Farmer","Yes","","","","","Yes","","3-5 km","Never use","No library","Yes","Social Science","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Neither","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Never","Never","Every day","Never",22.81,41.38,NA,NA
26051084015,"Maharashtra",5,"Boy","14 years",2,1,"1 sibling","No","Secondary","Illiterate","Farmer","Farmer","Yes","","","","","Yes","","Up to 1 km","Never use","No library","Yes","Social Science","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Neither","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Never","Every day","Every day","Never",NA,NA,20,26.53
26051084016,"Maharashtra",5,"Boy","14 years",1,1,"2 siblings","No","Sr secondary","Sr secondary","Farmer","Farmer","Yes","","","","","Yes","1-10 books","More than 5 km","Never use","No library","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Neither","Agree","Disagree","Disagree","Disagree","Once a week","Every day","Every day","Every day","Never",NA,NA,30.91,30.61
26051084017,"Maharashtra",5,"Boy","14 years",3,1,"2 siblings","No","Secondary","Illiterate","Farmer","Farmer","No","","","","","Yes","1-10 books","More than 5 km","Never use","No library","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Neither","Agree","Disagree","Disagree","Disagree","Once a week","Every day","Every day","Every day","Never",27.12,26.67,NA,NA
26051084018,"Maharashtra",5,"Boy","14 years",3,1,"1 sibling","No","Illiterate","Illiterate","Farmer","Farmer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","No library","Yes","Social Science","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Every day","Every day","Every day","Never",31.58,48.28,NA,NA
26051084019,"Maharashtra",5,"Boy","14 years",3,1,"1 sibling","No","Secondary","","","","No","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","","Yes","Mathematics","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Agree","No","Disagree","Agree","Agree","Neither","Disagree","Disagree","Agree","Agree","Neither","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Once a week","Once a week","Once a week","Every day","Never",NA,NA,30.91,36.73
26051084020,"Maharashtra",5,"Girl","14 years",NA,1,"1 sibling","No","Illiterate","Illiterate","","Farmer","Yes","","","","","Yes","1-10 books","More than 5 km","Never use","No library","Yes","Language","Everyday","Everyday","Everyday","3-4 times a week","Never","1-2 times a week","3-4 times a week","Never","Yes","No","Disagree","No","Neither","Agree","Agree","Agree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Every day","Once a week","Every day","Every day","Never",NA,NA,21.82,12.24
26052085001,"Maharashtra",5,"Boy","14 years",3,2,"Single child","No","Primary","Primary","Farmer","Farmer","No","","","","","Yes","11-125 books","More than 5 km","Once in a week","Once in a week","Yes","Language","3-4 times a week","Everyday","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Neither","Neither","Neither","Disagree","Agree","Agree","Neither","Disagree","Once a month","Every day","Once a week","Never","Every day",20.34,46.67,NA,NA
26052085002,"Maharashtra",5,"Boy","14 years",3,1,"2 siblings","No","Degree & above","Secondary","Farmer","Farmer","No","No","No","No","Yes","","No books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Disagree","Neither","Agree","Disagree","Agree","Neither","Neither","Agree","Disagree","Agree","Agree","Neither","Disagree","Once a week","Every day","Once a month","Every day","Every day",NA,24.14,NA,32.65
26052085003,"Maharashtra",5,"Boy","14 years",3,2,"2 siblings","No","Primary","Primary","Farmer","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","More than 5 km","Once in a week","Once in a week","Yes","Science","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Neither","Agree","Every day","Once a week","Once a week","Every day","Every day",20.34,26.67,NA,NA
26052085004,"Maharashtra",5,"Boy","14 years",3,2,"1 sibling","No","Sr secondary","Sr secondary","Farmer","Unemployed","No","Yes","No","No","Yes","Yes","25+ books","More than 5 km","Once in a week","Once in a week","Yes","Mathematics","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Agree","Disagree","Neither","Agree","Neither","Agree","Every day","Every day","Once a week","Every day","Every day",NA,82.76,NA,51.02
26052085005,"Maharashtra",5,"Boy","14 years",3,2,"2 siblings","No","Secondary","Primary","Skilled Worker","Unemployed","Yes","Yes","Yes","No","Yes","Yes","11-125 books","Up to 1 km","Daily","Once in a week","Yes","Mathematics","3-4 times a week","Everyday","1-2 times a week","1-2 times a week","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Neither","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Disagree","Neither","Agree","Every day","Once a week","Once a week","Every day","Every day",18.64,60,NA,NA
26052085006,"Maharashtra",5,"Boy","14 years",3,1,"1 sibling","No","Secondary","Secondary","Business","Unemployed","No","","","","","Yes","1-10 books","Up to 1 km","Daily","Once in a week","Yes","Language","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Agree","Agree","","Neither","Neither","Disagree","Agree","Agree","Neither","Agree","Every day","Never","Every day","Every day","Every day",NA,34.48,NA,30.61
26052085007,"Maharashtra",5,"Boy","13 years",3,1,"1 sibling","No","Secondary","Secondary","Business","Unemployed","Yes","Yes","No","No","No","Yes","1-10 books","More than 5 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","1-2 times a week","Everyday","Everyday","1-2 times a week","1-2 times a week","Everyday","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Neither","Agree","Every day","Every day","Once a week","Every day","Every day",27.12,53.33,NA,NA
26052085008,"Maharashtra",5,"Boy","14 years",3,2,"2 siblings","No","Secondary","Primary","Labourer","Unemployed","Yes","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in a week","More than once in a week","Yes","Science","Everyday","Everyday","Everyday","Everyday","3-4 times a week","3-4 times a week","3-4 times a week","3-4 times a week","Yes","No","Disagree","No","Agree","Disagree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Agree","Disagree","Agree","Disagree","Neither","Agree","Every day","Never","Once a week","Every day","Every day",NA,13.79,NA,28.57
26052085009,"Maharashtra",5,"Boy","14 years",1,1,"3 siblings","No","Primary","Illiterate","Labourer","Unemployed","No","","","","","Yes","11-125 books","Up to 1 km","Once in a week","Once in a week","Yes","Science","3-4 times a week","Everyday","3-4 times a week","1-2 times a week","Everyday","Everyday","3-4 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Neither","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Neither","Agree","Once a week","Every day","Once a week","Every day","Every day",26.32,NA,21.82,NA
26052085010,"Maharashtra",5,"Boy","14 years",1,1,"2 siblings","No","Secondary","Secondary","Labourer","Unemployed","Yes","No","No","No","Yes","Yes","25+ books","Up to 1 km","Once in a week","Once in a week","Yes","Mathematics","Everyday","Everyday","Everyday","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neither","Agree","Disagree","Agree","Neither","Neither","Agree","Disagree","Agree","Neither","Neither","Disagree","Once a week","Every day","Every day","Every day","Every day",NA,NA,38.18,36.73
26052085011,"Maharashtra",5,"Boy","14 years",3,2,"1 sibling","No","Primary","Secondary","Farmer","Unemployed","Yes","No","No","No","Yes","Yes","1-10 books","3-5 km","Once in a week","Once in a week","Yes","Mathematics","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Neither","Agree","Every day","Every day","Once a month","Every day","Every day",22.81,NA,25.45,NA
26052085012,"Maharashtra",5,"Boy","13 years",3,1,"2 siblings","No","Secondary","Secondary","Farmer","Unemployed","No","Yes","No","No","Yes","Yes","1-10 books","More than 5 km","Once in a week","Once in a week","Yes","Language","Everyday","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Neither","Agree","Disagree","Neither","Agree","Neither","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,38.18,32.65
